COD_VEHICLE,COD_PATH,Start Inventory,Target Inventory,pQuantityVehicles,isFeasible
0.715LKM-800L,7171,800,1,1,1
0.754LKM-1000L,7171,1000,1,1,1
0.845LKM-1200L,7171,1200,1,1,1
0.42LKM-600L,7172,600,1,1,1
0.55LKM-800L,7172,800,1,1,1
0.58LKM-1000L,7172,1000,1,1,1
0.65LKM-1200L,7172,1200,1,1,1
0.546LKM-600L,7172,600,1,1,1
0.715LKM-800L,7172,800,1,1,1
0.754LKM-1000L,7172,1000,1,1,1
0.845LKM-1200L,7172,1200,1,1,1
0.42LKM-600L,7173,600,1,1,1
0.55LKM-800L,7173,800,1,1,1
0.58LKM-1000L,7173,1000,1,1,1
0.65LKM-1200L,7173,1200,1,1,1
0.546LKM-600L,7173,600,1,1,1
0.715LKM-800L,7173,800,1,1,1
0.754LKM-1000L,7173,1000,1,1,1
0.845LKM-1200L,7173,1200,1,1,1
0.42LKM-600L,7174,600,1,1,1
0.55LKM-800L,7174,800,1,1,1
0.58LKM-1000L,7174,1000,1,1,1
0.65LKM-1200L,7174,1200,1,1,1
0.546LKM-600L,7174,600,1,1,1
0.715LKM-800L,7174,800,1,1,1
0.754LKM-1000L,7174,1000,1,1,1
0.845LKM-1200L,7174,1200,1,1,1
0.42LKM-600L,7175,600,1,1,1
0.55LKM-800L,7175,800,1,1,1
0.58LKM-1000L,7175,1000,1,1,1
0.65LKM-1200L,7175,1200,1,1,1
0.546LKM-600L,7175,600,1,1,1
0.715LKM-800L,7175,800,1,1,1
0.754LKM-1000L,7175,1000,1,1,1
0.845LKM-1200L,7175,1200,1,1,1
0.42LKM-600L,7176,600,1,1,1
0.55LKM-800L,7176,800,1,1,1
0.58LKM-1000L,7176,1000,1,1,1
0.65LKM-1200L,7176,1200,1,1,1
0.546LKM-600L,7176,600,1,1,0
0.715LKM-800L,7176,800,1,1,0
0.754LKM-1000L,7176,1000,1,1,1
0.845LKM-1200L,7176,1200,1,1,1
0.42LKM-600L,7177,600,1,1,1
0.55LKM-800L,7177,800,1,1,1
0.58LKM-1000L,7177,1000,1,1,1
0.65LKM-1200L,7177,1200,1,1,1
0.546LKM-600L,7177,600,1,1,1
0.715LKM-800L,7177,800,1,1,1
0.754LKM-1000L,7177,1000,1,1,1
0.845LKM-1200L,7177,1200,1,1,1
0.42LKM-600L,7178,600,1,1,1
0.55LKM-800L,7178,800,1,1,1
0.58LKM-1000L,7178,1000,1,1,1
0.65LKM-1200L,7178,1200,1,1,1
0.546LKM-600L,7178,600,1,1,1
0.715LKM-800L,7178,800,1,1,1
0.754LKM-1000L,7178,1000,1,1,1
0.845LKM-1200L,7178,1200,1,1,1
0.42LKM-600L,7179,600,1,1,1
0.55LKM-800L,7179,800,1,1,1
0.58LKM-1000L,7179,1000,1,1,1
0.65LKM-1200L,7179,1200,1,1,1
0.546LKM-600L,7179,600,1,1,0
0.715LKM-800L,7179,800,1,1,0
0.754LKM-1000L,7179,1000,1,1,1
0.845LKM-1200L,7179,1200,1,1,1
0.42LKM-600L,718,600,1,1,1
0.55LKM-800L,718,800,1,1,1
0.58LKM-1000L,718,1000,1,1,1
0.65LKM-1200L,718,1200,1,1,1
0.546LKM-600L,718,600,1,1,1
0.715LKM-800L,718,800,1,1,1
0.754LKM-1000L,718,1000,1,1,1
0.845LKM-1200L,718,1200,1,1,1
0.42LKM-600L,7180,600,1,1,1
0.55LKM-800L,7180,800,1,1,1
0.58LKM-1000L,7180,1000,1,1,1
0.65LKM-1200L,7180,1200,1,1,1
0.546LKM-600L,7180,600,1,1,1
0.715LKM-800L,7180,800,1,1,1
0.754LKM-1000L,7180,1000,1,1,1
0.845LKM-1200L,7180,1200,1,1,1
0.42LKM-600L,7181,600,1,1,1
0.55LKM-800L,7181,800,1,1,1
0.58LKM-1000L,7181,1000,1,1,1
0.65LKM-1200L,7181,1200,1,1,1
0.546LKM-600L,7181,600,1,1,0
0.715LKM-800L,7181,800,1,1,0
0.754LKM-1000L,7181,1000,1,1,1
0.845LKM-1200L,7181,1200,1,1,1
0.42LKM-600L,7182,600,1,1,1
0.55LKM-800L,7182,800,1,1,1
0.58LKM-1000L,7182,1000,1,1,1
0.65LKM-1200L,7182,1200,1,1,1
0.546LKM-600L,7182,600,1,1,0
0.715LKM-800L,7182,800,1,1,0
0.754LKM-1000L,7182,1000,1,1,1
0.845LKM-1200L,7182,1200,1,1,1
0.42LKM-600L,7183,600,1,1,1
0.55LKM-800L,7183,800,1,1,1
0.58LKM-1000L,7183,1000,1,1,1
0.65LKM-1200L,7183,1200,1,1,1
0.546LKM-600L,7183,600,1,1,1
0.715LKM-800L,7183,800,1,1,1
0.754LKM-1000L,7183,1000,1,1,1
0.845LKM-1200L,7183,1200,1,1,1
0.42LKM-600L,7184,600,1,1,1
0.55LKM-800L,7184,800,1,1,1
0.58LKM-1000L,7184,1000,1,1,1
0.65LKM-1200L,7184,1200,1,1,1
0.546LKM-600L,7184,600,1,1,0
0.715LKM-800L,7184,800,1,1,0
0.754LKM-1000L,7184,1000,1,1,1
0.845LKM-1200L,7184,1200,1,1,1
0.42LKM-600L,7185,600,1,1,1
0.55LKM-800L,7185,800,1,1,1
0.58LKM-1000L,7185,1000,1,1,1
0.65LKM-1200L,7185,1200,1,1,1
0.546LKM-600L,7185,600,1,1,1
0.715LKM-800L,7185,800,1,1,1
0.754LKM-1000L,7185,1000,1,1,1
0.845LKM-1200L,7185,1200,1,1,1
0.42LKM-600L,7186,600,1,1,1
0.55LKM-800L,7186,800,1,1,1
0.58LKM-1000L,7186,1000,1,1,1
0.65LKM-1200L,7186,1200,1,1,1
0.546LKM-600L,7186,600,1,1,1
0.715LKM-800L,7186,800,1,1,1
0.754LKM-1000L,7186,1000,1,1,1
0.845LKM-1200L,7186,1200,1,1,1
0.42LKM-600L,7187,600,1,1,1
0.55LKM-800L,7187,800,1,1,1
0.58LKM-1000L,7187,1000,1,1,1
0.65LKM-1200L,7187,1200,1,1,1
0.546LKM-600L,7187,600,1,1,1
0.715LKM-800L,7187,800,1,1,1
0.754LKM-1000L,7187,1000,1,1,1
0.845LKM-1200L,7187,1200,1,1,1
0.42LKM-600L,7188,600,1,1,1
0.55LKM-800L,7188,800,1,1,1
0.58LKM-1000L,7188,1000,1,1,1
0.65LKM-1200L,7188,1200,1,1,1
0.546LKM-600L,7188,600,1,1,1
0.715LKM-800L,7188,800,1,1,1
0.754LKM-1000L,7188,1000,1,1,1
0.845LKM-1200L,7188,1200,1,1,1
0.42LKM-600L,7189,600,1,1,1
0.55LKM-800L,7189,800,1,1,1
0.58LKM-1000L,7189,1000,1,1,1
0.65LKM-1200L,7189,1200,1,1,1
0.546LKM-600L,7189,600,1,1,1
0.715LKM-800L,7189,800,1,1,1
0.754LKM-1000L,7189,1000,1,1,1
0.845LKM-1200L,7189,1200,1,1,1
0.42LKM-600L,719,600,1,1,1
0.55LKM-800L,719,800,1,1,1
0.58LKM-1000L,719,1000,1,1,1
0.65LKM-1200L,719,1200,1,1,1
0.546LKM-600L,719,600,1,1,1
0.715LKM-800L,719,800,1,1,1
0.754LKM-1000L,719,1000,1,1,1
0.845LKM-1200L,719,1200,1,1,1
0.42LKM-600L,7190,600,1,1,1
0.55LKM-800L,7190,800,1,1,1
0.58LKM-1000L,7190,1000,1,1,1
0.65LKM-1200L,7190,1200,1,1,1
0.546LKM-600L,7190,600,1,1,1
0.715LKM-800L,7190,800,1,1,1
0.754LKM-1000L,7190,1000,1,1,1
0.845LKM-1200L,7190,1200,1,1,1
0.42LKM-600L,7191,600,1,1,1
0.55LKM-800L,7191,800,1,1,1
0.58LKM-1000L,7191,1000,1,1,1
0.65LKM-1200L,7191,1200,1,1,1
0.546LKM-600L,7191,600,1,1,1
0.715LKM-800L,7191,800,1,1,1
0.754LKM-1000L,7191,1000,1,1,1
0.845LKM-1200L,7191,1200,1,1,1
0.42LKM-600L,7192,600,1,1,1
0.55LKM-800L,7192,800,1,1,1
0.58LKM-1000L,7192,1000,1,1,1
0.65LKM-1200L,7192,1200,1,1,1
0.546LKM-600L,7192,600,1,1,1
0.715LKM-800L,7192,800,1,1,1
0.754LKM-1000L,7192,1000,1,1,1
0.845LKM-1200L,7192,1200,1,1,1
0.42LKM-600L,7193,600,1,1,1
0.55LKM-800L,7193,800,1,1,1
0.58LKM-1000L,7193,1000,1,1,1
0.65LKM-1200L,7193,1200,1,1,1
0.546LKM-600L,7193,600,1,1,1
0.715LKM-800L,7193,800,1,1,1
0.754LKM-1000L,7193,1000,1,1,1
0.845LKM-1200L,7193,1200,1,1,1
0.42LKM-600L,7194,600,1,1,1
0.55LKM-800L,7194,800,1,1,1
0.58LKM-1000L,7194,1000,1,1,1
0.65LKM-1200L,7194,1200,1,1,1
0.546LKM-600L,7194,600,1,1,1
0.715LKM-800L,7194,800,1,1,1
0.754LKM-1000L,7194,1000,1,1,1
0.845LKM-1200L,7194,1200,1,1,1
0.42LKM-600L,7195,600,1,1,1
0.55LKM-800L,7195,800,1,1,1
0.58LKM-1000L,7195,1000,1,1,1
0.65LKM-1200L,7195,1200,1,1,1
0.546LKM-600L,7195,600,1,1,1
0.715LKM-800L,7195,800,1,1,1
0.754LKM-1000L,7195,1000,1,1,1
0.845LKM-1200L,7195,1200,1,1,1
0.42LKM-600L,7196,600,1,1,1
0.55LKM-800L,7196,800,1,1,1
0.58LKM-1000L,7196,1000,1,1,1
0.65LKM-1200L,7196,1200,1,1,1
0.546LKM-600L,7196,600,1,1,0
0.715LKM-800L,7196,800,1,1,0
0.754LKM-1000L,7196,1000,1,1,1
0.845LKM-1200L,7196,1200,1,1,1
0.42LKM-600L,7197,600,1,1,1
0.55LKM-800L,7197,800,1,1,1
0.58LKM-1000L,7197,1000,1,1,1
0.65LKM-1200L,7197,1200,1,1,1
0.546LKM-600L,7197,600,1,1,0
0.715LKM-800L,7197,800,1,1,0
0.754LKM-1000L,7197,1000,1,1,1
0.845LKM-1200L,7197,1200,1,1,1
0.42LKM-600L,7198,600,1,1,1
0.55LKM-800L,7198,800,1,1,1
0.58LKM-1000L,7198,1000,1,1,1
0.65LKM-1200L,7198,1200,1,1,1
0.546LKM-600L,7198,600,1,1,1
0.715LKM-800L,7198,800,1,1,1
0.754LKM-1000L,7198,1000,1,1,1
0.845LKM-1200L,7198,1200,1,1,1
0.42LKM-600L,7199,600,1,1,1
0.55LKM-800L,7199,800,1,1,1
0.58LKM-1000L,7199,1000,1,1,1
0.65LKM-1200L,7199,1200,1,1,1
0.546LKM-600L,7199,600,1,1,0
0.715LKM-800L,7199,800,1,1,0
0.754LKM-1000L,7199,1000,1,1,1
0.845LKM-1200L,7199,1200,1,1,1
0.42LKM-600L,72,600,1,1,1
0.55LKM-800L,72,800,1,1,1
0.58LKM-1000L,72,1000,1,1,1
0.65LKM-1200L,72,1200,1,1,1
0.546LKM-600L,72,600,1,1,1
0.715LKM-800L,72,800,1,1,1
0.754LKM-1000L,72,1000,1,1,1
0.845LKM-1200L,72,1200,1,1,1
0.42LKM-600L,720,600,1,1,1
0.55LKM-800L,720,800,1,1,1
0.58LKM-1000L,720,1000,1,1,1
0.65LKM-1200L,720,1200,1,1,1
0.546LKM-600L,720,600,1,1,1
0.715LKM-800L,720,800,1,1,1
0.754LKM-1000L,720,1000,1,1,1
0.845LKM-1200L,720,1200,1,1,1
0.42LKM-600L,7200,600,1,1,1
0.55LKM-800L,7200,800,1,1,1
0.58LKM-1000L,7200,1000,1,1,1
0.65LKM-1200L,7200,1200,1,1,1
0.546LKM-600L,7200,600,1,1,1
0.715LKM-800L,7200,800,1,1,1
0.754LKM-1000L,7200,1000,1,1,1
0.845LKM-1200L,7200,1200,1,1,1
0.42LKM-600L,7201,600,1,1,1
0.55LKM-800L,7201,800,1,1,1
0.58LKM-1000L,7201,1000,1,1,1
0.65LKM-1200L,7201,1200,1,1,1
0.546LKM-600L,7201,600,1,1,1
0.715LKM-800L,7201,800,1,1,1
0.754LKM-1000L,7201,1000,1,1,1
0.845LKM-1200L,7201,1200,1,1,1
0.42LKM-600L,7202,600,1,1,1
0.55LKM-800L,7202,800,1,1,1
0.58LKM-1000L,7202,1000,1,1,1
0.65LKM-1200L,7202,1200,1,1,1
0.546LKM-600L,7202,600,1,1,1
0.715LKM-800L,7202,800,1,1,1
0.754LKM-1000L,7202,1000,1,1,1
0.845LKM-1200L,7202,1200,1,1,1
0.42LKM-600L,7203,600,1,1,1
0.55LKM-800L,7203,800,1,1,1
0.58LKM-1000L,7203,1000,1,1,1
0.65LKM-1200L,7203,1200,1,1,1
0.546LKM-600L,7203,600,1,1,1
0.715LKM-800L,7203,800,1,1,1
0.754LKM-1000L,7203,1000,1,1,1
0.845LKM-1200L,7203,1200,1,1,1
0.42LKM-600L,7204,600,1,1,1
0.55LKM-800L,7204,800,1,1,1
0.58LKM-1000L,7204,1000,1,1,1
0.65LKM-1200L,7204,1200,1,1,1
0.546LKM-600L,7204,600,1,1,1
0.715LKM-800L,7204,800,1,1,1
0.754LKM-1000L,7204,1000,1,1,1
0.845LKM-1200L,7204,1200,1,1,1
0.42LKM-600L,7205,600,1,1,1
0.55LKM-800L,7205,800,1,1,1
0.58LKM-1000L,7205,1000,1,1,1
0.65LKM-1200L,7205,1200,1,1,1
0.546LKM-600L,7205,600,1,1,1
0.715LKM-800L,7205,800,1,1,1
0.754LKM-1000L,7205,1000,1,1,1
0.845LKM-1200L,7205,1200,1,1,1
0.42LKM-600L,7206,600,1,1,1
0.55LKM-800L,7206,800,1,1,1
0.58LKM-1000L,7206,1000,1,1,1
0.65LKM-1200L,7206,1200,1,1,1
0.546LKM-600L,7206,600,1,1,1
0.715LKM-800L,7206,800,1,1,1
0.754LKM-1000L,7206,1000,1,1,1
0.845LKM-1200L,7206,1200,1,1,1
0.42LKM-600L,7207,600,1,1,1
0.55LKM-800L,7207,800,1,1,1
0.58LKM-1000L,7207,1000,1,1,1
0.65LKM-1200L,7207,1200,1,1,1
0.546LKM-600L,7207,600,1,1,0
0.715LKM-800L,7207,800,1,1,0
0.754LKM-1000L,7207,1000,1,1,1
0.845LKM-1200L,7207,1200,1,1,1
0.42LKM-600L,7208,600,1,1,1
0.55LKM-800L,7208,800,1,1,1
0.58LKM-1000L,7208,1000,1,1,1
0.65LKM-1200L,7208,1200,1,1,1
0.546LKM-600L,7208,600,1,1,1
0.715LKM-800L,7208,800,1,1,1
0.754LKM-1000L,7208,1000,1,1,1
0.845LKM-1200L,7208,1200,1,1,1
0.42LKM-600L,7209,600,1,1,1
0.55LKM-800L,7209,800,1,1,1
0.58LKM-1000L,7209,1000,1,1,1
0.65LKM-1200L,7209,1200,1,1,1
0.546LKM-600L,7209,600,1,1,1
0.715LKM-800L,7209,800,1,1,1
0.754LKM-1000L,7209,1000,1,1,1
0.845LKM-1200L,7209,1200,1,1,1
0.42LKM-600L,721,600,1,1,1
0.55LKM-800L,721,800,1,1,1
0.58LKM-1000L,721,1000,1,1,1
0.65LKM-1200L,721,1200,1,1,1
0.546LKM-600L,721,600,1,1,1
0.715LKM-800L,721,800,1,1,1
0.754LKM-1000L,721,1000,1,1,1
0.845LKM-1200L,721,1200,1,1,1
0.42LKM-600L,7210,600,1,1,1
0.55LKM-800L,7210,800,1,1,1
0.58LKM-1000L,7210,1000,1,1,1
0.65LKM-1200L,7210,1200,1,1,1
0.546LKM-600L,7210,600,1,1,1
0.715LKM-800L,7210,800,1,1,1
0.754LKM-1000L,7210,1000,1,1,1
0.845LKM-1200L,7210,1200,1,1,1
0.42LKM-600L,7211,600,1,1,1
0.55LKM-800L,7211,800,1,1,1
0.58LKM-1000L,7211,1000,1,1,1
0.65LKM-1200L,7211,1200,1,1,1
0.546LKM-600L,7211,600,1,1,1
0.715LKM-800L,7211,800,1,1,1
0.754LKM-1000L,7211,1000,1,1,1
0.845LKM-1200L,7211,1200,1,1,1
0.42LKM-600L,7212,600,1,1,1
0.55LKM-800L,7212,800,1,1,1
0.58LKM-1000L,7212,1000,1,1,1
0.65LKM-1200L,7212,1200,1,1,1
0.546LKM-600L,7212,600,1,1,1
0.715LKM-800L,7212,800,1,1,1
0.754LKM-1000L,7212,1000,1,1,1
0.845LKM-1200L,7212,1200,1,1,1
0.42LKM-600L,7213,600,1,1,1
0.55LKM-800L,7213,800,1,1,1
0.58LKM-1000L,7213,1000,1,1,1
0.65LKM-1200L,7213,1200,1,1,1
0.546LKM-600L,7213,600,1,1,1
0.715LKM-800L,7213,800,1,1,1
0.754LKM-1000L,7213,1000,1,1,1
0.845LKM-1200L,7213,1200,1,1,1
0.42LKM-600L,7214,600,1,1,1
0.55LKM-800L,7214,800,1,1,1
0.58LKM-1000L,7214,1000,1,1,1
0.65LKM-1200L,7214,1200,1,1,1
0.546LKM-600L,7214,600,1,1,0
0.715LKM-800L,7214,800,1,1,0
0.754LKM-1000L,7214,1000,1,1,1
0.845LKM-1200L,7214,1200,1,1,1
0.42LKM-600L,7215,600,1,1,1
0.55LKM-800L,7215,800,1,1,1
0.58LKM-1000L,7215,1000,1,1,1
0.65LKM-1200L,7215,1200,1,1,1
0.546LKM-600L,7215,600,1,1,1
0.715LKM-800L,7215,800,1,1,1
0.754LKM-1000L,7215,1000,1,1,1
0.845LKM-1200L,7215,1200,1,1,1
0.42LKM-600L,7216,600,1,1,1
0.55LKM-800L,7216,800,1,1,1
0.58LKM-1000L,7216,1000,1,1,1
0.65LKM-1200L,7216,1200,1,1,1
0.546LKM-600L,7216,600,1,1,1
0.715LKM-800L,7216,800,1,1,1
0.754LKM-1000L,7216,1000,1,1,1
0.845LKM-1200L,7216,1200,1,1,1
0.42LKM-600L,7217,600,1,1,1
0.55LKM-800L,7217,800,1,1,1
0.58LKM-1000L,7217,1000,1,1,1
0.65LKM-1200L,7217,1200,1,1,1
0.546LKM-600L,7217,600,1,1,1
0.715LKM-800L,7217,800,1,1,1
0.754LKM-1000L,7217,1000,1,1,1
0.845LKM-1200L,7217,1200,1,1,1
0.42LKM-600L,7218,600,1,1,1
0.55LKM-800L,7218,800,1,1,1
0.58LKM-1000L,7218,1000,1,1,1
0.65LKM-1200L,7218,1200,1,1,1
0.546LKM-600L,7218,600,1,1,1
0.715LKM-800L,7218,800,1,1,1
0.754LKM-1000L,7218,1000,1,1,1
0.845LKM-1200L,7218,1200,1,1,1
0.42LKM-600L,7219,600,1,1,1
0.55LKM-800L,7219,800,1,1,1
0.58LKM-1000L,7219,1000,1,1,1
0.65LKM-1200L,7219,1200,1,1,1
0.546LKM-600L,7219,600,1,1,1
0.715LKM-800L,7219,800,1,1,1
0.754LKM-1000L,7219,1000,1,1,1
0.845LKM-1200L,7219,1200,1,1,1
0.42LKM-600L,722,600,1,1,1
0.55LKM-800L,722,800,1,1,1
0.58LKM-1000L,722,1000,1,1,1
0.65LKM-1200L,722,1200,1,1,1
0.546LKM-600L,722,600,1,1,1
0.715LKM-800L,722,800,1,1,1
0.754LKM-1000L,722,1000,1,1,1
0.845LKM-1200L,722,1200,1,1,1
0.42LKM-600L,7220,600,1,1,1
0.55LKM-800L,7220,800,1,1,1
0.58LKM-1000L,7220,1000,1,1,1
0.65LKM-1200L,7220,1200,1,1,1
0.546LKM-600L,7220,600,1,1,1
0.715LKM-800L,7220,800,1,1,1
0.754LKM-1000L,7220,1000,1,1,1
0.845LKM-1200L,7220,1200,1,1,1
0.42LKM-600L,7221,600,1,1,1
0.55LKM-800L,7221,800,1,1,1
0.58LKM-1000L,7221,1000,1,1,1
0.65LKM-1200L,7221,1200,1,1,1
0.546LKM-600L,7221,600,1,1,1
0.715LKM-800L,7221,800,1,1,1
0.754LKM-1000L,7221,1000,1,1,1
0.845LKM-1200L,7221,1200,1,1,1
0.42LKM-600L,7222,600,1,1,1
0.55LKM-800L,7222,800,1,1,1
0.58LKM-1000L,7222,1000,1,1,1
0.65LKM-1200L,7222,1200,1,1,1
0.546LKM-600L,7222,600,1,1,1
0.715LKM-800L,7222,800,1,1,1
0.754LKM-1000L,7222,1000,1,1,1
0.845LKM-1200L,7222,1200,1,1,1
0.42LKM-600L,7223,600,1,1,1
0.55LKM-800L,7223,800,1,1,1
0.58LKM-1000L,7223,1000,1,1,1
0.65LKM-1200L,7223,1200,1,1,1
0.546LKM-600L,7223,600,1,1,1
0.715LKM-800L,7223,800,1,1,1
0.754LKM-1000L,7223,1000,1,1,1
0.845LKM-1200L,7223,1200,1,1,1
0.42LKM-600L,7224,600,1,1,1
0.55LKM-800L,7224,800,1,1,1
0.58LKM-1000L,7224,1000,1,1,1
0.65LKM-1200L,7224,1200,1,1,1
0.546LKM-600L,7224,600,1,1,1
0.715LKM-800L,7224,800,1,1,1
0.754LKM-1000L,7224,1000,1,1,1
0.845LKM-1200L,7224,1200,1,1,1
0.42LKM-600L,7225,600,1,1,1
0.55LKM-800L,7225,800,1,1,1
0.58LKM-1000L,7225,1000,1,1,1
0.65LKM-1200L,7225,1200,1,1,1
0.546LKM-600L,7225,600,1,1,1
0.715LKM-800L,7225,800,1,1,1
0.754LKM-1000L,7225,1000,1,1,1
0.845LKM-1200L,7225,1200,1,1,1
0.42LKM-600L,7226,600,1,1,1
0.55LKM-800L,7226,800,1,1,1
0.58LKM-1000L,7226,1000,1,1,1
0.65LKM-1200L,7226,1200,1,1,1
0.546LKM-600L,7226,600,1,1,0
0.715LKM-800L,7226,800,1,1,0
0.754LKM-1000L,7226,1000,1,1,1
0.845LKM-1200L,7226,1200,1,1,1
0.42LKM-600L,7227,600,1,1,1
0.55LKM-800L,7227,800,1,1,1
0.58LKM-1000L,7227,1000,1,1,1
0.65LKM-1200L,7227,1200,1,1,1
0.546LKM-600L,7227,600,1,1,1
0.715LKM-800L,7227,800,1,1,1
0.754LKM-1000L,7227,1000,1,1,1
0.845LKM-1200L,7227,1200,1,1,1
0.42LKM-600L,7228,600,1,1,1
0.55LKM-800L,7228,800,1,1,1
0.58LKM-1000L,7228,1000,1,1,1
0.65LKM-1200L,7228,1200,1,1,1
0.546LKM-600L,7228,600,1,1,1
0.715LKM-800L,7228,800,1,1,1
0.754LKM-1000L,7228,1000,1,1,1
0.845LKM-1200L,7228,1200,1,1,1
0.42LKM-600L,7229,600,1,1,1
0.55LKM-800L,7229,800,1,1,1
0.58LKM-1000L,7229,1000,1,1,1
0.65LKM-1200L,7229,1200,1,1,1
0.546LKM-600L,7229,600,1,1,1
0.715LKM-800L,7229,800,1,1,1
0.754LKM-1000L,7229,1000,1,1,1
0.845LKM-1200L,7229,1200,1,1,1
0.42LKM-600L,723,600,1,1,1
0.55LKM-800L,723,800,1,1,1
0.58LKM-1000L,723,1000,1,1,1
0.65LKM-1200L,723,1200,1,1,1
0.546LKM-600L,723,600,1,1,0
0.715LKM-800L,723,800,1,1,0
0.754LKM-1000L,723,1000,1,1,1
0.845LKM-1200L,723,1200,1,1,1
0.42LKM-600L,7230,600,1,1,1
0.55LKM-800L,7230,800,1,1,1
0.58LKM-1000L,7230,1000,1,1,1
0.65LKM-1200L,7230,1200,1,1,1
0.546LKM-600L,7230,600,1,1,0
0.715LKM-800L,7230,800,1,1,0
0.754LKM-1000L,7230,1000,1,1,1
0.845LKM-1200L,7230,1200,1,1,1
0.42LKM-600L,7231,600,1,1,1
0.55LKM-800L,7231,800,1,1,1
0.58LKM-1000L,7231,1000,1,1,1
0.65LKM-1200L,7231,1200,1,1,1
0.546LKM-600L,7231,600,1,1,1
0.715LKM-800L,7231,800,1,1,1
0.754LKM-1000L,7231,1000,1,1,1
0.845LKM-1200L,7231,1200,1,1,1
0.42LKM-600L,7232,600,1,1,1
0.55LKM-800L,7232,800,1,1,1
0.58LKM-1000L,7232,1000,1,1,1
0.65LKM-1200L,7232,1200,1,1,1
0.546LKM-600L,7232,600,1,1,1
0.715LKM-800L,7232,800,1,1,1
0.754LKM-1000L,7232,1000,1,1,1
0.845LKM-1200L,7232,1200,1,1,1
0.42LKM-600L,7233,600,1,1,1
0.55LKM-800L,7233,800,1,1,1
0.58LKM-1000L,7233,1000,1,1,1
0.65LKM-1200L,7233,1200,1,1,1
0.546LKM-600L,7233,600,1,1,1
0.715LKM-800L,7233,800,1,1,1
0.754LKM-1000L,7233,1000,1,1,1
0.845LKM-1200L,7233,1200,1,1,1
0.42LKM-600L,7234,600,1,1,1
0.55LKM-800L,7234,800,1,1,1
0.58LKM-1000L,7234,1000,1,1,1
0.65LKM-1200L,7234,1200,1,1,1
0.546LKM-600L,7234,600,1,1,1
0.715LKM-800L,7234,800,1,1,1
0.754LKM-1000L,7234,1000,1,1,1
0.845LKM-1200L,7234,1200,1,1,1
0.42LKM-600L,7235,600,1,1,1
0.55LKM-800L,7235,800,1,1,1
0.58LKM-1000L,7235,1000,1,1,1
0.65LKM-1200L,7235,1200,1,1,1
0.546LKM-600L,7235,600,1,1,1
0.715LKM-800L,7235,800,1,1,1
0.754LKM-1000L,7235,1000,1,1,1
0.845LKM-1200L,7235,1200,1,1,1
0.42LKM-600L,7236,600,1,1,1
0.55LKM-800L,7236,800,1,1,1
0.58LKM-1000L,7236,1000,1,1,1
0.65LKM-1200L,7236,1200,1,1,1
0.546LKM-600L,7236,600,1,1,1
0.715LKM-800L,7236,800,1,1,1
0.754LKM-1000L,7236,1000,1,1,1
0.845LKM-1200L,7236,1200,1,1,1
0.42LKM-600L,7237,600,1,1,1
0.55LKM-800L,7237,800,1,1,1
0.58LKM-1000L,7237,1000,1,1,1
0.65LKM-1200L,7237,1200,1,1,1
0.546LKM-600L,7237,600,1,1,1
0.715LKM-800L,7237,800,1,1,1
0.754LKM-1000L,7237,1000,1,1,1
0.845LKM-1200L,7237,1200,1,1,1
0.42LKM-600L,7238,600,1,1,1
0.55LKM-800L,7238,800,1,1,1
0.58LKM-1000L,7238,1000,1,1,1
0.65LKM-1200L,7238,1200,1,1,1
0.546LKM-600L,7238,600,1,1,1
0.715LKM-800L,7238,800,1,1,1
0.754LKM-1000L,7238,1000,1,1,1
0.845LKM-1200L,7238,1200,1,1,1
0.42LKM-600L,7239,600,1,1,1
0.55LKM-800L,7239,800,1,1,1
0.58LKM-1000L,7239,1000,1,1,1
0.65LKM-1200L,7239,1200,1,1,1
0.546LKM-600L,7239,600,1,1,1
0.715LKM-800L,7239,800,1,1,1
0.754LKM-1000L,7239,1000,1,1,1
0.845LKM-1200L,7239,1200,1,1,1
0.42LKM-600L,724,600,1,1,1
0.55LKM-800L,724,800,1,1,1
0.58LKM-1000L,724,1000,1,1,1
0.65LKM-1200L,724,1200,1,1,1
0.546LKM-600L,724,600,1,1,1
0.715LKM-800L,724,800,1,1,1
0.754LKM-1000L,724,1000,1,1,1
0.845LKM-1200L,724,1200,1,1,1
0.42LKM-600L,7240,600,1,1,1
0.55LKM-800L,7240,800,1,1,1
0.58LKM-1000L,7240,1000,1,1,1
0.65LKM-1200L,7240,1200,1,1,1
0.546LKM-600L,7240,600,1,1,1
0.715LKM-800L,7240,800,1,1,1
0.754LKM-1000L,7240,1000,1,1,1
0.845LKM-1200L,7240,1200,1,1,1
0.42LKM-600L,7241,600,1,1,1
0.55LKM-800L,7241,800,1,1,1
0.58LKM-1000L,7241,1000,1,1,1
0.65LKM-1200L,7241,1200,1,1,1
0.546LKM-600L,7241,600,1,1,1
0.715LKM-800L,7241,800,1,1,1
0.754LKM-1000L,7241,1000,1,1,1
0.845LKM-1200L,7241,1200,1,1,1
0.42LKM-600L,7242,600,1,1,1
0.55LKM-800L,7242,800,1,1,1
0.58LKM-1000L,7242,1000,1,1,1
0.65LKM-1200L,7242,1200,1,1,1
0.546LKM-600L,7242,600,1,1,1
0.715LKM-800L,7242,800,1,1,1
0.754LKM-1000L,7242,1000,1,1,1
0.845LKM-1200L,7242,1200,1,1,1
0.42LKM-600L,7243,600,1,1,1
0.55LKM-800L,7243,800,1,1,1
